;avance: tiempo;avance: distancia desde punto eyeccion;avance: distancia hacia atrás;avance: largo total flujo;avance: ancho maximo
0;0,0;0,0;0,0;0,0;0,0
1;3,0;0,01;0,0;0,01;0,02
2;9,833333333333329;0,02;0,006;0,026000000000000002;0,034
3;26,33333333333333;0,03;0,012;0,042;0,057999999999999996
4;39,599999999999994;0,04;0,013999999999999999;0,054000000000000006;0,065
5;54,5;0,05;0,016;0,066;0,077
6;69,0;0,06;0,018000000000000002;0,078;0,08
7;86,0;0,07;0,02;0,09;0,086
8;105,73333333333332;0,08;0,021;0,10099999999999999;0,092
9;128,0;0,09;0,023;0,113;0,099
10;152,66666666666666;0,1;0,024;0,124;0,10300000000000001
11;175,5;0,11;0,025;0,135;0,11
12;204,66666666666669;0,12;0,026000000000000002;0,146;0,115
13;235,16666666666669;0,13;0,027000000000000003;0,157;0,12
14;263,5;0,14;0,027999999999999997;0,168;0,124
15;304,6666666666667;0,15;0,028999999999999998;0,179;0,13
16;339,3333333333333;0,16;0,031;0,191;0,138
17;381,5;0,17;0,033;0,203;0,142
18;424,26666666666665;0,18;0,035;0,215;0,15
19;467,66666666666663;0,19;0,037000000000000005;0,22699999999999998;0,158
20;518,5;0,2;0,038;0,23800000000000002;0,162
21;564,0;0,21;0,04;0,25;0,166
22;606,5;0,22;0,042;0,262;0,172
23;660,3333333333334;0,23;0,044000000000000004;0,27399999999999997;0,179
24;712,3333333333334;0,24;0,045;0,285;0,183
25;763,0;0,25;0,046;0,29600000000000004;0,19
26;831,0;0,26;0,048;0,308;0,198
27;882,0;0,27;0,05;0,32;0,20199999999999999
28;933,0;0,28;0,05;0,33;0,205
29;952,5;0,28;0,05;0,33;0,205
30;993,8333333333333;0,29;0,052000000000000005;0,342;0,21
31;1053,0;0,3;0,053;0,353;0,217
32;1120,0;0,31;0,053;0,363;0,222
33;1183,0;0,32;0,054000000000000006;0,374;0,226
34;1284,0;0,33;0,054000000000000006;0,384;0,228
35;1389,0;0,34;0,054000000000000006;0,39399999999999996;0,23199999999999998
36;1515,5;0,35;0,054000000000000006;0,40399999999999997;0,23800000000000002
37;1668,5;0,36;0,054000000000000006;0,414;0,24
38;1708,9666666666667;0,363;0,054000000000000006;0,417;0,24
